ID,RECENT_DATE,TRANS_NUM,AVG_TRANS_AMT,TRANS_NUM_BEFORE
5328579092,20180126,0,0,0
4351157948,20180125,0,0,0
4345538348,20171127,0,0,136
5328578984,20171225,0,0,0
4345538252,20180129,876,0,748
4345538288,20180112,56,0,50
4328686016,20180115,504,26799228,336
8444646496,20180211,19,78468.4767,0
4328685860,20180129,312,0,300
4356772080,20180210,5720,48125000,3978
8103574384,20180125,0,0,0
4351170856,20171217,14,0,92
4750004516,20171124,0,0,80
8103573288,20171227,0,0,1
8723218532,20171221,0,0,0
5867860400,20180126,0,0,0
4328700044,20171204,1,1000,1
8103573252,20180124,0,0,0
8103572120,20180205,4,40694.56,4
8103572108,20180131,3,0,6
4750002240,20180130,0,0,0
8103573156,20180130,6,0,4
8723219676,20171229,0,0,0
8103576660,20171116,0,0,0
4362407972,20180125,0,0,0
4362407996,20180127,0,0,10
4351173156,20171201,34,0,18
6985719608,20180115,2,19998,0
4750005660,20180210,0,0,0
8103576600,20171129,0,0,0
4339937196,20180129,828,0,690
5598227796,20171225,0,0,0
5598228856,20180123,0,0,6
4334319680,20180126,0,0,0
4390486100,20171221,8,0,8
9053577716,20180129,3,0,0
8951791752,20180210,0,0,0
8951791800,20180205,3,15057.635,0
9053572044,20180211,0,0,0
4371841740,20180125,0,0,6
5598219680,20180125,0,0,0
4339928936,20180112,387,0,511
5598219728,20171125,0,0,0
7007149884,20180125,0,0,0
4750001084,20180210,0,0,0
8471434700,20171127,0,0,0
4407341756,20180207,0,0,0
6985715068,20180211,72,1092000,40
6985715092,20180207,6,88354,6
8723215052,20171219,0,0,0
6716080224,20180205,0,0,0
5867857028,20180210,350,4395833.333,312
8400014892,20180210,0,0,0
8228580244,20171118,0,0,0
8400013832,20171203,0,0,0
8400012712,20171206,0,0,0
8400012736,20171121,0,0,0
4351136104,20180113,420,42000,520
9260719720,20180203,1,1,0
9260718576,20180209,0,0,0
4362370860,20180110,0,0,0
9260718504,20180208,0,0,0
9260718552,20180205,1,5000,0
5955358084,20180209,72,1981080,108
7507150060,20171129,0,0,0
8757147588,20180211,0,0,0
4345522044,20180112,30,0,69
8757146468,20180125,0,0,0
4328670772,20180111,4158,124740000,15708
7025008180,20180125,0,0,0
4345521008,20180129,259,0,220
4373608156,20180129,16,0,20
8142865064,20180125,0,0,0
4519660412,20180201,0,0,0
4339903456,20180125,0,0,0
4339903444,20180106,360,9391168.8,640
8142864968,20171116,0,0,0
4356749864,20180125,0,0,0
4519653416,20180210,0,0,0
9260714012,20180202,0,0,0
4334280196,20180125,0,0,0
5637509252,20171222,6,0,10
4373601088,20180211,0,0,0
8400011508,20180207,0,0,0
4519652332,20180208,0,0,0
4519652236,20180129,0,0,0
4345512736,20180129,42,0,39
7076787248,20180116,2,10248,2
4351130192,20180205,7,10500,28
4362690608,20180210,0,0,0
7025003460,20171207,0,0,12
8142860464,20180125,0,0,0
8142860452,20171205,0,0,0
8142861488,20180204,0,0,0
6296435832,20180125,0,0,0
5907146384,20171218,0,0,0
4328664004,20180129,495,0,975
7025003388,20180125,0,0,0
4328664896,20180210,0,0,0
8400005728,20171212,0,0,0
8142859248,20180129,20,0,6
4339898772,20180129,343,0,365
