,ID,RECENT_DATE,TRANS_NUM,AVG_TRANS_AMT,TRANS_NUM_BEFORE
304,8487508151,20180125,0.0,0.0,0.0
305,9108932527,20180130,0.0,0.0,0.0
306,7991074427,20180210,0.0,0.0,0.0
307,4769651163,20180205,0.0,0.0,0.0
308,4367870799,20171223,0.0,0.0,796.0
309,9108932467,20180123,1.0,8605.0,0.0
310,9108931299,20180130,0.0,0.0,0.0
311,4351017383,20180129,18.0,0.0,4.0
312,7991074319,20180131,0.0,0.0,0.0
313,4345400999,20171115,0.0,0.0,46.0
314,5485727731,20171206,0.0,0.0,20.0
315,7991074391,20180129,6.0,0.0,3.0
316,7721434719,20180125,0.0,0.0,0.0
317,4367863851,20180102,1728.0,172800.0,5184.0
318,5485720831,20171210,0.0,0.0,0.0
319,5485719699,20180116,418.0,2926000.0,858.0
320,7721433623,20180111,6.0,0.0,4.0
321,8487511499,20171129,1.0,1.0,0.0
322,7721434695,20180115,6.0,0.0,5.0
323,4412801079,20171227,0.0,0.0,0.0
324,4356627795,20180210,0.0,0.0,0.0
325,5485718507,20180210,0.0,0.0,0.0
326,4356627711,20180125,152.0,404700.0,108.0
327,4345392871,20180124,6.0,60000.0,5.0
328,4373483631,20180110,32.0,4915.2,56.0
329,4367866223,20180125,0.0,0.0,0.0
330,5485723251,20180210,0.0,0.0,0.0
331,9000003411,20180126,0.0,0.0,0.0
332,6603578979,20180125,0.0,0.0,0.0
333,4363306811,20180125,0.0,0.0,0.0
334,4373481367,20180125,0.0,0.0,0.0
335,7721435875,20180125,0.0,0.0,0.0
336,6446439403,20180210,0.0,0.0,0.0
337,8951786087,20180210,0.0,0.0,0.0
338,8682153375,20180126,9.0,90120.0,0.0
339,7689288359,20180122,6.0,0.0,4.0
340,4345541727,20180125,0.0,0.0,0.0
341,4480358119,20180208,0.0,0.0,3.0
342,5328582411,20171225,0.0,0.0,0.0
343,4345541799,20180122,52.0,572000.0,152.0
344,4351158111,20180115,0.0,0.0,38.0
345,4351158147,20180202,594.0,2999700.0,13224.0
346,4339922127,20180129,99.0,0.0,75.0
347,6716075523,20180125,0.0,0.0,0.0
348,6716075511,20180125,0.0,0.0,0.0
349,6716075547,20180206,1.0,1976.3,3.0
350,7833932503,20171209,0.0,0.0,3.0
351,8487505695,20171128,0.0,0.0,0.0
352,8487502263,20171128,1.0,20000.0,0.0
353,8487501167,20171219,0.0,0.0,0.0
354,4373631331,20171220,0.0,0.0,28.0
355,4328692863,20180125,0.0,0.0,0.0
356,5598218531,20171121,0.0,0.0,0.0
357,7833931323,20180122,27.0,0.0,10.0
358,4334309211,20171203,0.0,0.0,0.0
359,4328691803,20171219,0.0,0.0,4.0
360,4328691791,20180125,0.0,0.0,0.0
361,4345542919,20180125,0.0,0.0,0.0
362,4411322115,20171126,0.0,0.0,0.0
363,5328583579,20180125,0.0,0.0,0.0
364,4480360335,20180206,0.0,0.0,0.0
365,8951787231,20180210,0.0,0.0,0.0
366,4351154523,20171228,0.0,0.0,4.0
367,8646437167,20180115,2.0,154.0,0.0
368,5328577739,20171227,0.0,0.0,204.0
369,4830358163,20180130,688.0,1184318.04,680.0
370,4362388255,20180130,0.0,0.0,0.0
371,4328684699,20180202,52.0,0.0,132.0
372,6446433599,20180113,0.0,0.0,0.0
373,4362387171,20171227,0.0,0.0,5888.0
374,7176800059,20180210,0.0,0.0,0.0
375,4328682531,20180102,36.0,384242.22,36.0
376,4334304623,20180119,0.0,0.0,0.0
377,4345539427,20180211,105.0,0.0,215.0
378,6446434827,20180109,0.0,0.0,8.0
379,4368007975,20180210,0.0,0.0,0.0
380,4345538295,20180112,52.0,0.0,46.0
381,5328578931,20171123,450.0,0.0,1640.0
382,4328685867,20171204,68.0,0.0,184.0
383,5328577787,20180119,480.0,2911776.0,432.0
384,8444647527,20180105,0.0,0.0,0.0
385,5328577799,20180208,418.0,2926000.0,770.0
386,4356787235,20180210,28.0,245533.12,112.0
387,8444649911,20180112,3.0,0.0,0.0
388,5598227743,20180125,0.0,0.0,0.0
389,4368023171,20180126,0.0,0.0,0.0
390,4356788295,20180128,3696.0,573650.0,2075.0
391,4368022015,20180110,0.0,0.0,0.0
392,4345552347,20180129,3870.0,0.0,1859.0
393,4345551167,20180125,0.0,0.0,0.0
394,8723217443,20180125,0.0,0.0,0.0
395,8723217431,20171219,1.0,20000.0,0.0
396,4362403427,20180210,0.0,0.0,0.0
397,4328699847,20180210,26.0,2609.36,87.0
398,4351173211,20180205,36.0,0.0,55.0
399,4334321963,20171206,0.0,0.0,0.0
400,5598229043,20180125,0.0,0.0,0.0
401,5598229055,20180110,12.0,0.0,8.0
402,8228582419,20171123,0.0,0.0,0.0
403,8985721947,20180209,0.0,0.0,0.0
404,8103576631,20180205,0.0,0.0,0.0
405,8103575499,20180204,14.0,130860.0,16.0
406,4368023267,20180126,0.0,0.0,0.0
407,8951792831,20180108,0.0,0.0,0.0
408,5598221987,20171127,0.0,0.0,0.0
409,4345546507,20180120,636.0,52121729.58,1524.0
410,4345547531,20180129,42.0,0.0,33.0
411,4339929123,20180125,0.0,0.0,0.0
412,5598220735,20180131,0.0,0.0,0.0
413,8951790663,20180201,0.0,0.0,0.0
414,8757151135,20180125,2.0,20101.0,0.0
415,6716076691,20171206,0.0,0.0,0.0
416,4328693079,20180129,120.0,192000.0,600.0
417,8757151207,20180125,0.0,0.0,0.0
418,4328698727,20180111,1344.0,67200.0,1600.0
419,4362403355,20180211,0.0,0.0,0.0
420,4356784803,20180210,0.0,0.0,0.0
421,5598222143,20180125,0.0,0.0,0.0
422,9053574423,20180201,0.0,0.0,0.0
423,4328697559,20180129,19.0,1081214.0,21.0
424,4368017427,20180206,0.0,0.0,140.0
425,9053575483,20180119,0.0,0.0,0.0
426,4345548711,20180129,384.0,0.0,252.0
427,6716079039,20171127,0.0,0.0,0.0
428,5598222107,20171215,0.0,0.0,0.0
429,8951793999,20180108,0.0,0.0,0.0
430,8142863783,20180103,0.0,0.0,0.0
431,4362372083,20171217,56.0,6160.0,96.0
432,4371973239,20180210,0.0,0.0,0.0
433,4339903391,20171201,74.0,740000.0,144.0
434,9260719691,20180209,0.0,0.0,0.0
435,4339902307,20180125,1092.0,3076710.0,1224.0
436,7076793963,20180207,0.0,0.0,0.0
437,7025005635,20180125,0.0,0.0,0.0
438,4362370855,20180125,0.0,0.0,0.0
439,5907148679,20180206,0.0,0.0,0.0
440,4334284755,20180129,210.0,0.0,120.0
441,8142861495,20180211,3.0,1279.38,0.0
442,4362370795,20180209,6.0,0.0,0.0
443,4339905715,20180207,1520.0,0.0,1067.0
444,4339905703,20180129,384.0,0.0,312.0
445,7025009247,20180203,0.0,0.0,9.0
446,4345523219,20180126,368.0,0.0,408.0
447,8471429059,20180202,8.0,100956.855,0.0
448,8471429047,20180128,2.0,15000.0,0.0
449,4519660431,20180211,0.0,0.0,0.0
450,5907150063,20180112,22.0,0.0,14.0
451,4334167447,20180206,11880.0,231408540.0,19712.0
452,8471433611,20171127,0.0,0.0,0.0
453,8757146391,20171224,3.0,30000.0,0.0
454,4339904583,20180112,132.0,0.0,78.0
455,8757146415,20180210,0.0,0.0,0.0
456,8471432419,20180128,0.0,0.0,0.0
457,4351132415,20180125,0.0,0.0,0.0
458,4328662711,20180205,4.0,90000.0,2.0
459,4345515031,20171116,3.0,150.0,0.0
460,4356748775,20180125,0.0,0.0,0.0
461,4345514935,20180204,20.0,11000.0,12.0
462,8757148763,20180125,0.0,0.0,0.0
463,4519651195,20180106,680.0,34000000.0,5200.0
464,9107143015,20180123,1.0,200.0,0.0
465,4356748739,20180210,0.0,0.0,0.0
466,4373599855,20180131,0.0,0.0,0.0
467,7523218587,20180210,0.0,0.0,0.0
468,9260717379,20180208,0.0,0.0,0.0
469,4334282503,20180203,87.0,1363000.0,160.0
470,7732144095,20180129,16.0,0.0,6.0
471,9260717391,20180211,3.0,0.0,0.0
472,4789290555,20171214,0.0,0.0,0.0
473,4407307035,20180102,132.0,13200.0,264.0
474,4372390547,20180207,66.0,0.0,99.0
475,9260717331,20180202,1.0,1.0,0.0
476,8400005711,20180210,0.0,0.0,0.0
477,8253575499,20180112,10.0,0.0,3.0
478,9260716223,20180202,1.0,10000.0,0.0
479,4343353403,20180210,0.0,0.0,0.0
480,4351148755,20180125,0.0,0.0,0.0
481,8412507043,20180210,0.0,0.0,0.0
482,5058935959,20180210,0.0,0.0,0.0
483,8412507923,20171206,0.0,0.0,0.0
484,5058936031,20180114,0.0,0.0,0.0
485,5058935947,20180104,0.0,0.0,40.0
486,6446431299,20180210,0.0,0.0,0.0
487,6176797551,20180120,76.0,653600.0,420.0
488,5328574355,20180129,540.0,0.0,540.0
489,4339917311,20180116,612.0,0.0,756.0
490,4328681291,20180203,216.0,0.0,192.0
491,8412510427,20171208,0.0,0.0,0.0
492,4362783563,20171127,0.0,0.0,0.0
493,4334298651,20171208,0.0,0.0,0.0
494,4372335939,20180210,0.0,0.0,0.0
495,8412509307,20180112,2.0,0.0,0.0
496,4345328895,20180112,78.0,0.0,63.0
497,8891073187,20180131,2.0,550.0,0.0
498,4339914963,20180112,52.0,0.0,54.0
499,4356766247,20171120,0.0,0.0,36.0
500,4334159199,20180208,0.0,0.0,84.0
501,6780362667,20180210,0.0,0.0,0.0
502,4345525519,20180208,0.0,0.0,60.0
503,4362378863,20180206,0.0,0.0,210.0
504,4339907003,20180131,64.0,0.0,63.0
505,4345524423,20180129,192.0,0.0,198.0
506,8412502215,20171206,0.0,0.0,0.0
507,8605366223,20180103,0.0,0.0,0.0
508,8412501119,20171121,0.0,0.0,0.0
509,4339907943,20171130,0.0,0.0,64.0
510,4339906811,20180129,72.0,0.0,60.0
511,4339906835,20180112,69.0,0.0,57.0
512,8221440632,20171128,0.0,0.0,0.0
513,8491074356,20180205,0.0,0.0,0.0
514,8221440644,20180125,0.0,0.0,0.0
515,5137503368,20171227,0.0,0.0,2.0
516,4372299832,20180125,0.0,0.0,0.0
517,8491074296,20180130,3.0,300000.0,0.0
518,4363269680,20180210,0.0,0.0,0.0
519,8221440584,20180125,0.0,0.0,0.0
520,7373217340,20180129,12.0,0.0,9.0
521,4351071960,20180204,0.0,0.0,0.0
522,9298220756,20180206,0.0,0.0,0.0
523,6255359264,20180211,0.0,0.0,0.0
524,4363268452,20180129,232.0,0.0,198.0
525,8491073236,20171229,1.0,50000.0,0.0
526,8491072080,20180129,3.0,0.0,0.0
527,8871429092,20180105,0.0,0.0,0.0
528,8491072104,20171128,1.0,10000.0,0.0
529,7373215148,20180205,30.0,15121.2,42.0
530,4373539484,20180125,0.0,0.0,0.0
531,4407248748,20180130,80.0,990000.0,162.0
532,8221442944,20171122,0.0,0.0,0.0
533,6255362732,20180125,0.0,0.0,0.0
534,4345456888,20180210,0.0,0.0,0.0
535,6255362624,20171119,0.0,0.0,5.0
536,5137505644,20180210,0.0,0.0,0.0
537,8491076596,20180205,0.0,0.0,0.0
538,8491076620,20180130,0.0,0.0,0.0
539,5137504548,20171123,0.0,0.0,0.0
540,7103584772,20171204,0.0,0.0,0.0
541,7373218568,20171130,0.0,0.0,0.0
542,4356690572,20180209,34.0,176800.0,74.0
543,8221435912,20180110,0.0,0.0,0.0
544,8221435924,20171123,0.0,0.0,0.0
545,8221434768,20180208,3.0,0.0,5.0
546,4867863876,20171215,0.0,0.0,0.0
547,4336223260,20180210,400.0,1469207.125,330.0
548,6482149800,20180210,0.0,0.0,0.0
549,4381210436,20180110,0.0,0.0,0.0
550,4367917344,20180211,0.0,0.0,0.0
551,5716086012,20180210,0.0,0.0,0.0
552,4339830232,20180118,0.0,0.0,0.0
553,4356682516,20180209,2366.0,19302844.62,3175.0
554,7103576608,20171122,0.0,0.0,0.0
555,8221433564,20180129,10.0,0.0,5.0
556,4373533680,20171210,0.0,0.0,0.0
557,8221433588,20180125,0.0,0.0,0.0
558,7373214028,20171128,0.0,0.0,2.0
559,8491072020,20171212,0.0,0.0,0.0
560,4356686104,20180125,0.0,0.0,0.0
561,8221437140,20171208,0.0,0.0,0.0
562,4373537244,20171115,0.0,0.0,0.0
563,4351068540,20180124,333.0,0.0,649.0
564,4542887244,20180211,0.0,0.0,0.0
565,7103579100,20180210,0.0,0.0,0.0
